order_id,date,product,category,quantity,unit_price,discount_percentage,region,payment_method,customer_segment,sales_channel,shipping_method,customer_id,salesperson_id,customer_name,country,state,salesperson_name,discount_amount,subtotal,total_amount,shipping_cost,final_amount,returned
ORD-000123,2020-04-11T02:00:00.000000,Tablet,Electronics,1,1761.07,5,North,Credit Card,Consumer,Retail Store,Standard,CUST-00207,SP-020,Mason Wang,Germany,North Rhine-Westphalia,Susan Le,88.05,1761.07,1673.02,10,1683.02,false
ORD-000472,2020-04-13T11:00:00.000000,Printer,Electronics,6,399.74,20,East,Debit Card,Enterprise,Online,Standard,CUST-00407,SP-012,Carlos Liu,United States,Illinois,James Roy,479.69,2398.44,1918.75,10,1928.75,false
ORD-000238,2020-04-14T03:00:00.000000,Tablet,Peripherals,2,1062.49,20,West,Bank Transfer,Consumer,Retail Store,Pickup,CUST-00343,SP-038,John Jones,United Kingdom,Scotland,Sofia Mueller,425.0,2124.98,1699.98,0,1699.98,false
ORD-000392,2020-04-14T19:00:00.000000,Keyboard,Electronics,6,115.67,10,West,Debit Card,Enterprise,Distributor,Pickup,CUST-00042,SP-013,Liam Jensen,United States,Ohio,Ava Jones,69.4,694.02,624.62,0,624.62,false
ORD-000168,2020-04-14T22:00:00.000000,Printer,Peripherals,4,915.64,15,South,Bank Transfer,Government,Retail Store,Express,CUST-00024,SP-015,Thomas Jensen,United States,Florida,Ming Nielsen,549.38,3662.56,3113.18,25,3138.18,false
ORD-000560,2020-04-15T01:00:00.000000,Headphones,Electronics,9,1182.36,15,East,Credit Card,Government,Direct Sales,Standard,CUST-00054,SP-003,Omar Smirnov,Germany,Hesse,Mia Schmidt,1596.19,10641.24,9045.05,10,9055.05,false
ORD-000068,2020-04-18T01:00:00.000000,Desktop,Peripherals,7,629.72,10,South,Cash,Consumer,Online,Standard,CUST-00184,SP-014,Anna Ahmed,Canada,Saskatchewan,Sarah Ahmed,440.8,4408.04,3967.24,10,3977.24,false
ORD-000188,2020-04-18T18:00:00.000000,Printer,Accessories,6,265.34,0,East,Debit Card,Consumer,Direct Sales,Next Day,CUST-00158,SP-021,Hiroshi Patel,Germany,Lower Saxony,Ming Levy,0.0,1592.04,1592.04,50,1642.04,false
ORD-000651,2020-04-20T11:00:00.000000,Mouse,Peripherals,4,959.28,20,North,PayPal,Small Business,Distributor,Standard,CUST-00312,SP-020,Akiko Mohamed,United Kingdom,England,Susan Le,767.42,3837.12,3069.7,10,3079.7,false
ORD-000298,2020-04-29T14:00:00.000000,Monitor,Electronics,2,180.6,15,Central,PayPal,Enterprise,Online,Express,CUST-00364,SP-036,Linda Kim,Germany,Bavaria,Pavel Le,54.18,361.2,307.02,25,332.02,false
ORD-000782,2020-04-30T16:00:00.000000,Desktop,Accessories,9,1334.39,15,West,PayPal,Small Business,Online,Express,CUST-00137,SP-004,Patricia Santos,Australia,Western Australia,Ming Roy,1801.43,12009.51,10208.08,25,10233.08,false
ORD-000963,2020-05-02T08:00:00.000000,Laptop,Peripherals,4,1743.4,0,South,Bank Transfer,Enterprise,Retail Store,Pickup,CUST-00435,SP-023,Karen Lee,Australia,Western Australia,Yan Fischer,0.0,6973.6,6973.6,0,6973.6,false
ORD-000415,2020-05-03T17:00:00.000000,Mouse,Peripherals,4,1995.38,15,South,Credit Card,Enterprise,Direct Sales,Standard,CUST-00077,SP-002,Jessica Suzuki,United States,New York,James Roy,1197.23,7981.52,6784.29,10,6794.29,true
ORD-000511,2020-05-04T02:00:00.000000,Mouse,Accessories,8,108.55,0,East,PayPal,Enterprise,Direct Sales,Pickup,CUST-00125,SP-008,Ahmed Sharma,United States,California,Omar Cohen,0.0,868.4,868.4,0,868.4,false
ORD-000401,2020-05-06T14:00:00.000000,Keyboard,Peripherals,3,684.32,10,North,Debit Card,Government,Online,Express,CUST-00457,SP-021,Richard Ali,Germany,Baden-Württemberg,Ming Levy,205.3,2052.96,1847.66,25,1872.66,false
ORD-000062,2020-05-07T00:00:00.000000,Speaker,Electronics,3,1330.67,0,Central,Cash,Government,Retail Store,Next Day,CUST-00409,SP-008,Pavel Santos,Germany,Bavaria,Omar Cohen,0.0,3992.01,3992.01,50,4042.01,false
ORD-000393,2020-05-07T19:00:00.000000,Laptop,Peripherals,3,1764.41,10,North,Cash,Government,Distributor,Pickup,CUST-00093,SP-009,Jennifer Singh,United Kingdom,Northern Ireland,Fatima Smith,529.32,5293.23,4763.91,0,4763.91,false
ORD-000090,2020-05-07T22:00:00.000000,Speaker,Peripherals,2,445.13,20,North,Debit Card,Small Business,Retail Store,Pickup,CUST-00351,SP-001,William Miller,Canada,Quebec,Yan Jensen,178.05,890.26,712.21,0,712.21,true
ORD-000883,2020-05-09T08:00:00.000000,Speaker,Peripherals,9,867.41,0,West,Debit Card,Government,Retail Store,Pickup,CUST-00359,SP-042,Joseph Liu,United States,Texas,Barbara Ivanov,0.0,7806.69,7806.69,0,7806.69,false
ORD-000930,2020-05-09T12:00:00.000000,Tablet,Accessories,6,1577.43,10,Central,Cash,Government,Direct Sales,Standard,CUST-00256,SP-014,David Silva,United Kingdom,Scotland,Sarah Ahmed,946.46,9464.58,8518.12,10,8528.12,false
ORD-000516,2020-05-09T19:00:00.000000,Headphones,Peripherals,9,1702.41,5,West,PayPal,Consumer,Retail Store,Express,CUST-00134,SP-037,David Tremblay,Germany,Saxony,Liam Ivanov,766.08,15321.69,14555.61,25,14580.61,false
ORD-000156,2020-05-10T03:00:00.000000,Printer,Accessories,5,1585.4,15,East,Debit Card,Small Business,Distributor,Express,CUST-00208,SP-027,Emma Andersen,United Kingdom,Scotland,Sofia Davis,1189.05,7927.0,6737.95,25,6762.95,false
ORD-000691,2020-05-13T13:00:00.000000,Headphones,Peripherals,8,512.02,20,South,PayPal,Consumer,Online,Express,CUST-00071,SP-006,Omar Santos,United States,California,Robert Jensen,819.23,4096.16,3276.93,25,3301.93,false
ORD-000124,2020-05-14T03:00:00.000000,Mouse,Peripherals,10,1490.51,20,South,Debit Card,Enterprise,Distributor,Next Day,CUST-00464,SP-045,Akiko Brown,Canada,Quebec,Yuki Wang,2981.02,14905.1,11924.08,50,11974.08,false
ORD-000611,2020-05-16T17:00:00.000000,Desktop,Peripherals,4,593.35,10,South,Cash,Small Business,Online,Next Day,CUST-00273,SP-044,Liam Zhang,United States,Florida,Emma Kumar,237.34,2373.4,2136.06,50,2186.06,false
ORD-000766,2020-05-17T12:00:00.000000,Tablet,Peripherals,6,888.42,10,East,Bank Transfer,Small Business,Retail Store,Express,CUST-00182,SP-014,Fatima Silva,United Kingdom,Wales,Sarah Ahmed,533.05,5330.52,4797.47,25,4822.47,false
ORD-000015,2020-05-18T06:00:00.000000,Speaker,Peripherals,3,73.71,10,Central,PayPal,Consumer,Direct Sales,Express,CUST-00216,SP-029,Mary Brown,United Kingdom,Wales,Isabella Popov,22.11,221.13,199.02,25,224.02,false
ORD-000330,2020-05-19T05:00:00.000000,Smartphone,Electronics,7,1544.7,0,West,Debit Card,Government,Online,Standard,CUST-00035,SP-023,Emma Brown,United Kingdom,Scotland,Yan Fischer,0.0,10812.9,10812.9,10,10822.9,false
ORD-000421,2020-05-19T11:00:00.000000,Speaker,Accessories,8,752.83,5,Central,PayPal,Small Business,Distributor,Standard,CUST-00410,SP-014,Patricia Li,Australia,South Australia,Sarah Ahmed,301.13,6022.64,5721.51,10,5731.51,false
ORD-000528,2020-05-28T11:00:00.000000,Speaker,Peripherals,8,497.26,0,East,Debit Card,Small Business,Online,Next Day,CUST-00089,SP-012,Mason Le,Australia,South Australia,James Roy,0.0,3978.08,3978.08,50,4028.08,false
ORD-000819,2020-05-28T13:00:00.000000,Monitor,Peripherals,7,942.96,0,South,Bank Transfer,Consumer,Direct Sales,Pickup,CUST-00168,SP-031,Akiko Tremblay,United Kingdom,Scotland,Lucas Nielsen,0.0,6600.72,6600.72,0,6600.72,false
ORD-000975,2020-05-28T14:00:00.000000,Tablet,Peripherals,2,128.5,10,North,Debit Card,Enterprise,Distributor,Standard,CUST-00098,SP-006,Luis Levy,Canada,Nova Scotia,Robert Jensen,25.7,257.0,231.3,10,241.3,false
ORD-000387,2020-06-01T05:00:00.000000,Headphones,Electronics,3,1412.95,0,South,Credit Card,Consumer,Direct Sales,Express,CUST-00354,SP-024,Sofia Oliveira,Australia,Queensland,Richard Kumar,0.0,4238.85,4238.85,25,4263.85,false
ORD-000764,2020-06-01T06:00:00.000000,Printer,Accessories,2,410.03,10,South,Debit Card,Small Business,Distributor,Standard,CUST-00327,SP-031,Elena Kowalski,United Kingdom,England,Lucas Nielsen,82.01,820.06,738.05,10,748.05,true
ORD-000048,2020-06-03T19:00:00.000000,Desktop,Peripherals,1,399.76,20,East,Debit Card,Government,Retail Store,Next Day,CUST-00490,SP-014,Robert Martin,Canada,Ontario,Sarah Ahmed,79.95,399.76,319.81,50,369.81,false
ORD-000803,2020-06-05T04:00:00.000000,Tablet,Accessories,7,1334.5,0,North,Bank Transfer,Small Business,Retail Store,Next Day,CUST-00396,SP-048,Omar Sharma,Germany,Bavaria,Hiroshi Popov,0.0,9341.5,9341.5,50,9391.5,false
